"NAME";"OUTCOME";"ORIGIN_FIELD";"FREEBASE_FIELD"
"Luke Babbitt";"CORRECT";"";""
"Jrue Holiday";"SEMICORRECT";"missionhills";"chatsworth"
"Jrue Holiday";"SEMICORRECT";"missionhills";"chatsworth"
"Jrue Holiday";"SEMICORRECT";"missionhills";"chatsworth"
"Jon Leuer";"CORRECT";"";""
"Jon Leuer";"CORRECT";"";""
"Zach Randolph";"CORRECT";"";""
"Zach Randolph";"CORRECT";"";""
"Zach Randolph";"CORRECT";"";""
"Michael Kidd-Gilchrist";"CORRECT";"";""
"Cody Zeller";"CORRECT";"";""
"Anthony Tolliver";"CORRECT";"";""
"D.J. White";"UNCORRECT";"D.J. White";"D. J. White"
"Patty Mills";"SEMICORRECT";"australia";"canberra"
"Aron Baynes";"SEMICORRECT";"newzealand";"gisborne"
"Matt Bonner";"CORRECT";"";""
"Jeff Ayres";"UNCORRECT";"Jeff Ayres";"Jeff Pendergraph"
"Brendan Haywood";"SEMICORRECT";"newyork";"newyorkcity"
"Jeff Taylor";"UNCORRECT";"1989-05-23";"1960-01-01"
"Josh McRoberts";"CORRECT";"";""
"Josh McRoberts";"CORRECT";"";""
"Damion James";"CORRECT";"";""
"Josh McRoberts";"CORRECT";"";""
"Kawhi Leonard";"CORRECT";"";""
"Kawhi Leonard";"CORRECT";"";""
"Kawhi Leonard";"CORRECT";"";""
"Michael Beasley";"SEMICORRECT";"frederick";"princegeorge'scounty"
"Bismack Biyombo";"SEMICORRECT";"zaire";"lubumbashi"
"Norris Cole";"CORRECT";"";""
"Bismack Biyombo";"SEMICORRECT";"zaire";"lubumbashi"
"Toney Douglas";"SEMICORRECT";"tampa";"jonesboro"
"Bismack Biyombo";"SEMICORRECT";"zaire";"lubumbashi"
"Justin Hamilton";"CORRECT";"";""
"James Jones";"CORRECT";"";""
"Rashard Lewis";"CORRECT";"";""
"Greg Oden";"CORRECT";"";""
"Malcolm Thomas";"CORRECT";"";""
"Malcolm Thomas";"CORRECT";"";""
"Malcolm Thomas";"CORRECT";"";""
"Pero Antic";"UNCORRECT";"Pero Antic";"Pero Anti?"
"Kyle Korver";"CORRECT";"";""
"Kyle Korver";"CORRECT";"";""
"Dennis Schroder";"UNCORRECT";"Dennis Schroder";"Dennis Schröder"
"Kyle Korver";"CORRECT";"";""
"Cartier Martin";"CORRECT";"";""
"Elton Brand";"SEMICORRECT";"cortland";"cortlandtmanor"
"Mike Muscala";"SEMICORRECT";"";"st.louispark"
"Shelvin Mack";"CORRECT";"";""
"Shelvin Mack";"CORRECT";"";""
"Shelvin Mack";"CORRECT";"";""
"Chris Andersen";"SEMICORRECT";"iola";"longbeach"
"Chris Andersen";"SEMICORRECT";"iola";"longbeach"
"John Jenkins";"SEMICORRECT";"nashville";"hendersonville"
"Chris Andersen";"SEMICORRECT";"iola";"longbeach"
"Ray Allen";"CORRECT";"";""
"Ray Allen";"CORRECT";"";""
"Ray Allen";"CORRECT";"";""
"Gustavo Ayon";"UNCORRECT";"Gustavo Ayon";"Gustavo Ayón"
"Gustavo Ayon";"UNCORRECT";"Gustavo Ayon";"Gustavo Ayón"
"Gustavo Ayon";"UNCORRECT";"Gustavo Ayon";"Gustavo Ayón"
"E'Twaun Moore";"CORRECT";"";""
"Andrew Nicholson";"SEMICORRECT";"canada";"mississauga"
"Doron Lamb";"CORRECT";"";""
"Jason Maxiell";"CORRECT";"";""
"Solomon Jones";"CORRECT";"";""
"Quincy Miller";"SEMICORRECT";"northchicago";"chicago"
"Timofey Mozgov";"SEMICORRECT";"";"saintpetersburg"
"Evan Fournier";"SEMICORRECT";"france";"saint-maurice"
"Darrell Arthur";"CORRECT";"";""
"Anthony Randolph";"SEMICORRECT";"westgermany";"würzburg"
"Jan Vesely";"UNCORRECT";"Jan Vesely";"Jan Veselý"
"Dewayne Dedmon";"CORRECT";"";""
"Dewayne Dedmon";"CORRECT";"";""
"Dewayne Dedmon";"CORRECT";"";""
"Ronnie Price";"CORRECT";"";""
"Ronnie Price";"CORRECT";"";""
"Danilo Gallinari";"SEMICORRECT";"italy";"sant'angelolodigiano"
"J.J. Hickson";"UNCORRECT";"J.J. Hickson";"JJ Hickson"
"J.J. Hickson";"UNCORRECT";"J.J. Hickson";"JJ Hickson"
"J.J. Hickson";"UNCORRECT";"J.J. Hickson";"JJ Hickson"
"J.J. Hickson";"UNCORRECT";"J.J. Hickson";"JJ Hickson"
"Victor Oladipo";"SEMICORRECT";"silverspring";"uppermarlboro"
"Victor Oladipo";"SEMICORRECT";"silverspring";"uppermarlboro"
"Victor Oladipo";"SEMICORRECT";"silverspring";"uppermarlboro"
"Kyle O'Quinn";"SEMICORRECT";"queens";"jamaica"
"Kyle O'Quinn";"SEMICORRECT";"queens";"jamaica"
"Kyle O'Quinn";"SEMICORRECT";"queens";"jamaica"
"Maurice Harkless";"CORRECT";"";""
"Maurice Harkless";"CORRECT";"";""
"Maurice Harkless";"CORRECT";"";""
"JaVale McGee";"CORRECT";"";""
"JaVale McGee";"CORRECT";"";""
"JaVale McGee";"CORRECT";"";""
"Drew Gooden";"CORRECT";"";""
"Al Harrington";"CORRECT";"";""
"Otto Porter Jr.";"SEMICORRECT";"";"st.louis"
"Kevin Seraphin";"UNCORRECT";"Kevin Seraphin";"Kevin Séraphin"
"Corey Brewer";"CORRECT";"";""
"Chase Budinger";"SEMICORRECT";"lajolla";"encinitas"
"Dante Cunningham";"CORRECT";"";""
"Gorgui Dieng";"SEMICORRECT";"senegal";"kébémerdepartment"
"Alexey Shved";"SEMICORRECT";"";"belgorod"
"Shabazz Muhammad";"SEMICORRECT";"losangeles";"longbeach"
"Robbie Hummel";"CORRECT";"";""
"A.J. Price";"UNCORRECT";"A.J. Price";"A. J. Price"
"Othyus Jeffers";"UNCORRECT";"1985-08-15";"1985-08-05"
"Glen Rice Jr.";"UNCORRECT";"Glen Rice Jr.";"Glen Rice, Jr."
"Chris Singleton";"CORRECT";"";""
"Thomas Robinson";"UNCORRECT";"1991-03-18";"1991-03-17"
"Kevin Martin";"CORRECT";"";""
"Kevin Martin";"CORRECT";"";""
"Kevin Martin";"CORRECT";"";""
"Meyers Leonard";"SEMICORRECT";"woodbridge";"robinson"
"Joel Freeland";"SEMICORRECT";"england";"farnham"
"Dorell Wright";"CORRECT";"";""
"Victor Claver";"UNCORRECT";"Victor Claver";"Víctor Claver"
"Will Barton";"CORRECT";"";""
"Allen Crabbe";"UNCORRECT";"1992-04-09";"1992-04-04"
"Damian Lillard";"UNCORRECT";"1990-07-05";"1990-07-15"
"C.J. McCollum";"UNCORRECT";"C.J. McCollum";"C. J. McCollum"
"Damian Lillard";"UNCORRECT";"1990-07-05";"1990-07-15"
"Earl Watson";"CORRECT";"";""
"Damian Lillard";"UNCORRECT";"1990-07-05";"1990-07-15"
"Ronny Turiaf";"SEMICORRECT";"";"lerobert"
"Ronny Turiaf";"SEMICORRECT";"";"lerobert"
"Ronny Turiaf";"SEMICORRECT";"";"lerobert"
"Nick Collison";"CORRECT";"";""
"Perry Jones";"UNCORRECT";"Perry Jones";"Perry Jones III"
"Hasheem Thabeet";"SEMICORRECT";"";"daressalaam"
"Andre Roberson";"SEMICORRECT";"lascruces";"sanantonio"
"Grant Jerrett";"SEMICORRECT";"chinohills";"costamesa"
"Steven Adams";"UNCORRECT";"1993-07-20";"1993-07-28"
"Thabo Sefolosha";"SEMICORRECT";"switzerland";"vevey"
"Jeremy Lamb";"SEMICORRECT";"";"norcross"
"Wesley Matthews";"CORRECT";"";""
"Robin Lopez";"CORRECT";"";""
"Robin Lopez";"CORRECT";"";""
"Robin Lopez";"CORRECT";"";""
"Wesley Matthews";"CORRECT";"";""
"Wesley Matthews";"CORRECT";"";""
"Jeremy Evans";"CORRECT";"";""
"Mike Harris";"CORRECT";"";""
"John Lucas III";"SEMICORRECT";"washington";"washington,d.c."
"Diante Garrett";"CORRECT";"";""
"Ian Clark";"CORRECT";"";""
"Rudy Gobert";"SEMICORRECT";"france";"saint-quentin"
"Brandon Rush";"CORRECT";"";""
"Jamaal Tinsley";"CORRECT";"";""
"Andris Biedrins";"UNCORRECT";"Andris Biedrins";"Andris Biedri?š"
"Russell Westbrook";"CORRECT";"";""
"Russell Westbrook";"CORRECT";"";""
"Russell Westbrook";"CORRECT";"";""
"Erik Murphy";"SEMICORRECT";"southkingstown";"lyon"
"Trey Burke";"CORRECT";"";""
"Trey Burke";"CORRECT";"";""
"Trey Burke";"CORRECT";"";""
"Courtney Lee";"CORRECT";"";""
"Courtney Lee";"CORRECT";"";""
"Courtney Lee";"CORRECT";"";""
"Chris Johnson";"SEMICORRECT";"orlando";"columbus"
"Chris Johnson";"SEMICORRECT";"orlando";"columbus"
"Gerald Wallace";"CORRECT";"";""
"Gerald Wallace";"CORRECT";"";""
"Gerald Wallace";"CORRECT";"";""
"MarShon Brooks";"CORRECT";"";""
"MarShon Brooks";"CORRECT";"";""
"MarShon Brooks";"CORRECT";"";""
"Keith Bogans";"SEMICORRECT";"washington";"washington,d.c."
"Keith Bogans";"SEMICORRECT";"washington";"washington,d.c."
"Keith Bogans";"SEMICORRECT";"washington";"washington,d.c."
"Chris Babb";"SEMICORRECT";"wichita";"topeka"
"Chris Babb";"SEMICORRECT";"wichita";"topeka"
"Chris Babb";"SEMICORRECT";"wichita";"topeka"
"Joel Anthony";"SEMICORRECT";"canada";"montreal"
"Joel Anthony";"SEMICORRECT";"canada";"montreal"
"Joel Anthony";"SEMICORRECT";"canada";"montreal"
"Vander Blue";"CORRECT";"";""
"Vander Blue";"CORRECT";"";""
"Vander Blue";"CORRECT";"";""
"Avery Bradley";"CORRECT";"";""
"Avery Bradley";"CORRECT";"";""
"Avery Bradley";"CORRECT";"";""
"Jordan Crawford";"CORRECT";"";""
"Jordan Crawford";"CORRECT";"";""
"Jordan Crawford";"CORRECT";"";""
"Jerryd Bayless";"CORRECT";"";""
"Jerryd Bayless";"CORRECT";"";""
"Jerryd Bayless";"CORRECT";"";""
"Chandler Parsons";"CORRECT";"";""
"Chandler Parsons";"CORRECT";"";""
"Chandler Parsons";"CORRECT";"";""
"Tony Parker";"SEMICORRECT";"belgium";"bruges"
"Tony Parker";"SEMICORRECT";"belgium";"bruges"
"Tony Parker";"SEMICORRECT";"belgium";"bruges"
"Manny Harris";"CORRECT";"";""
"Shawne Williams";"CORRECT";"";""
"Elias Harris";"SEMICORRECT";"germany";"speyer"
"Manu Ginobili";"UNCORRECT";"Manu Ginobili";"Manu Ginóbili"
"Manu Ginobili";"UNCORRECT";"Manu Ginobili";"Manu Ginóbili"
"Manu Ginobili";"UNCORRECT";"Manu Ginobili";"Manu Ginóbili"
"Paul George";"CORRECT";"";""
"Paul George";"CORRECT";"";""
"Paul George";"CORRECT";"";""
"Lance Stephenson";"CORRECT";"";""
"Lance Stephenson";"CORRECT";"";""
"Lance Stephenson";"CORRECT";"";""
"Kyle Lowry";"CORRECT";"";""
"Tyler Hansbrough";"CORRECT";"";""
"Tyler Hansbrough";"CORRECT";"";""
"Tyler Hansbrough";"CORRECT";"";""
"Kyle Lowry";"CORRECT";"";""
"Kyle Lowry";"CORRECT";"";""
"Al Horford";"SEMICORRECT";"dominicanrepublic";"puertoplata"
"Al Horford";"SEMICORRECT";"dominicanrepublic";"puertoplata"
"Al Horford";"SEMICORRECT";"dominicanrepublic";"puertoplata"
"Jeff Teague";"CORRECT";"";""
"Jeff Teague";"CORRECT";"";""
"O.J. Mayo";"UNCORRECT";"O.J. Mayo";"O. J. Mayo"
"Jeff Teague";"CORRECT";"";""
"O.J. Mayo";"UNCORRECT";"O.J. Mayo";"O. J. Mayo"
"O.J. Mayo";"UNCORRECT";"O.J. Mayo";"O. J. Mayo"
"Kemba Walker";"SEMICORRECT";"bronx";"thebronx"
"Kemba Walker";"SEMICORRECT";"bronx";"thebronx"
"Josh Smith";"CORRECT";"";""
"Kemba Walker";"SEMICORRECT";"bronx";"thebronx"
"Josh Smith";"CORRECT";"";""
"Josh Smith";"CORRECT";"";""
"Zaza Pachulia";"SEMICORRECT";"";"tbilisi"
"Zaza Pachulia";"SEMICORRECT";"";"tbilisi"
"Zaza Pachulia";"SEMICORRECT";"";"tbilisi"
"Brandon Knight";"CORRECT";"";""
"Brandon Knight";"CORRECT";"";""
"Brandon Knight";"CORRECT";"";""
"Anderson Varejao";"UNCORRECT";"Anderson Varejao";"Anderson Varejão"
"Anderson Varejao";"UNCORRECT";"Anderson Varejao";"Anderson Varejão"
"Anderson Varejao";"UNCORRECT";"Anderson Varejao";"Anderson Varejão"
"Andre Drummond";"CORRECT";"";""
"Andre Drummond";"CORRECT";"";""
"Andre Drummond";"CORRECT";"";""
"Nate Wolters";"SEMICORRECT";"";"st.cloud"
"Nate Wolters";"SEMICORRECT";"";"st.cloud"
"Nate Wolters";"SEMICORRECT";"";"st.cloud"
"Chris Paul";"CORRECT";"";""
"O.J. Mayo";"UNCORRECT";"O.J. Mayo";"O. J. Mayo"
"Chris Paul";"CORRECT";"";""
"Chris Paul";"CORRECT";"";""
"Kevin Love";"CORRECT";"";""
"Kevin Love";"CORRECT";"";""
"Kevin Love";"CORRECT";"";""
"Will Bynum";"CORRECT";"";""
"Will Bynum";"CORRECT";"";""
"Will Bynum";"CORRECT";"";""
"Marc Gasol";"SEMICORRECT";"spain";"barcelona"
"Marc Gasol";"SEMICORRECT";"spain";"barcelona"
"Marc Gasol";"SEMICORRECT";"spain";"barcelona"
"Arron Afflalo";"CORRECT";"";""
"J.J. Barea";"UNCORRECT";"J.J. Barea";"José Juan Barea"
"Arron Afflalo";"CORRECT";"";""
"Arron Afflalo";"CORRECT";"";""
"J.J. Barea";"UNCORRECT";"J.J. Barea";"José Juan Barea"
"J.J. Barea";"UNCORRECT";"J.J. Barea";"José Juan Barea"
"J.J. Barea";"UNCORRECT";"J.J. Barea";"José Juan Barea"
"Nikola Vucevic";"UNCORRECT";"Nikola Vucevic";"Nikola Vu?evi?"
"Nikola Vucevic";"UNCORRECT";"Nikola Vucevic";"Nikola Vu?evi?"
"Nikola Vucevic";"UNCORRECT";"Nikola Vucevic";"Nikola Vu?evi?"
"Mike Conley";"UNCORRECT";"Mike Conley";"Mike Conley, Jr."
"Mike Conley";"UNCORRECT";"Mike Conley";"Mike Conley, Jr."
"Mike Conley";"UNCORRECT";"Mike Conley";"Mike Conley, Jr."
"Brandon Jennings";"CORRECT";"";""
"Brandon Jennings";"CORRECT";"";""
"Brandon Jennings";"CORRECT";"";""
"Gordon Hayward";"CORRECT";"";""
"Gordon Hayward";"CORRECT";"";""
"Gordon Hayward";"CORRECT";"";""
"Jameer Nelson";"CORRECT";"";""
"Jameer Nelson";"CORRECT";"";""
"Jameer Nelson";"CORRECT";"";""
"Derrick Favors";"CORRECT";"";""
"Derrick Favors";"CORRECT";"";""
"Derrick Favors";"CORRECT";"";""
"Trevor Ariza";"CORRECT";"";""
"Trevor Ariza";"CORRECT";"";""
"Trevor Ariza";"CORRECT";"";""
"John Wall";"CORRECT";"";""
"John Wall";"CORRECT";"";""
"LeBron James";"CORRECT";"";""
"LeBron James";"CORRECT";"";""
"Al Jefferson";"CORRECT";"";""
"LeBron James";"CORRECT";"";""
"Al Jefferson";"CORRECT";"";""
"Al Jefferson";"CORRECT";"";""
"John Wall";"CORRECT";"";""
"Roy Hibbert";"CORRECT";"";""
"Roy Hibbert";"CORRECT";"";""
"Roy Hibbert";"CORRECT";"";""
"Ricky Rubio";"SEMICORRECT";"spain";"elmasnou"
"Ricky Rubio";"SEMICORRECT";"spain";"elmasnou"
"Ricky Rubio";"SEMICORRECT";"spain";"elmasnou"
"LaMarcus Aldridge";"CORRECT";"";""
"LaMarcus Aldridge";"CORRECT";"";""
"LaMarcus Aldridge";"CORRECT";"";""
"Paul Millsap";"CORRECT";"";""
"Paul Millsap";"CORRECT";"";""
"Paul Millsap";"CORRECT";"";""
"Kyrie Irving";"SEMICORRECT";"australia";"melbourne"
"Kyrie Irving";"SEMICORRECT";"australia";"melbourne"
"Kyrie Irving";"SEMICORRECT";"australia";"melbourne"
"Terrence Jones";"CORRECT";"";""
"Terrence Jones";"CORRECT";"";""
"Terrence Jones";"CORRECT";"";""
"Mo Williams";"CORRECT";"";""
"Mo Williams";"CORRECT";"";""
"Mo Williams";"CORRECT";"";""
"Joakim Noah";"SEMICORRECT";"newyork";"newyorkcity"
"Joakim Noah";"SEMICORRECT";"newyork";"newyorkcity"
"Joakim Noah";"SEMICORRECT";"newyork";"newyorkcity"
"Tyler Zeller";"CORRECT";"";""
"Tyler Zeller";"CORRECT";"";""
"Tyler Zeller";"CORRECT";"";""
"Anthony Davis";"CORRECT";"";""
"Anthony Davis";"CORRECT";"";""
"Anthony Davis";"CORRECT";"";""
"Serge Ibaka";"SEMICORRECT";"";"brazzaville"
"Serge Ibaka";"SEMICORRECT";"";"brazzaville"
"Serge Ibaka";"SEMICORRECT";"";"brazzaville"
"Reggie Jackson";"SEMICORRECT";"italy";"pordenone"
"Reggie Jackson";"SEMICORRECT";"italy";"pordenone"
"Reggie Jackson";"SEMICORRECT";"italy";"pordenone"
"Dwight Howard";"CORRECT";"";""
"Dwight Howard";"CORRECT";"";""
"Dwight Howard";"CORRECT";"";""
"Goran Dragic";"UNCORRECT";"Goran Dragic";"Goran Dragi?"
"Goran Dragic";"UNCORRECT";"Goran Dragic";"Goran Dragi?"
"Goran Dragic";"UNCORRECT";"Goran Dragic";"Goran Dragi?"
"David West";"CORRECT";"";""
"David West";"CORRECT";"";""
"David West";"CORRECT";"";""
"Kenneth Faried";"CORRECT";"";""
"Kenneth Faried";"CORRECT";"";""
"Kenneth Faried";"CORRECT";"";""
"Kevin Durant";"SEMICORRECT";"washington";"washington,d.c."
"Kevin Durant";"SEMICORRECT";"washington";"washington,d.c."
"Kevin Durant";"SEMICORRECT";"washington";"washington,d.c."
"Devin Harris";"CORRECT";"";""
"Devin Harris";"CORRECT";"";""
"Devin Harris";"CORRECT";"";""
"Andrew Bynum";"CORRECT";"";""
"Andrew Bynum";"CORRECT";"";""
"Andrew Bynum";"CORRECT";"";""
"Ty Lawson";"CORRECT";"";""
"Ty Lawson";"CORRECT";"";""
"Ty Lawson";"CORRECT";"";""
"Randy Foye";"CORRECT";"";""
"Randy Foye";"CORRECT";"";""
"Randy Foye";"CORRECT";"";""
"Chris Bosh";"CORRECT";"";""
"Chris Bosh";"CORRECT";"";""
"Chris Bosh";"CORRECT";"";""
"DeAndre Jordan";"CORRECT";"";""
"DeAndre Jordan";"CORRECT";"";""
"Blake Griffin";"CORRECT";"";""
"Blake Griffin";"CORRECT";"";""
"Blake Griffin";"CORRECT";"";""
"Jonas Valanciunas";"UNCORRECT";"Jonas Valanciunas";"Jonas Valan?i?nas"
"Jonas Valanciunas";"UNCORRECT";"Jonas Valanciunas";"Jonas Valan?i?nas"
"Jonas Valanciunas";"UNCORRECT";"Jonas Valanciunas";"Jonas Valan?i?nas"
"DeAndre Jordan";"CORRECT";"";""
"Jeremy Lin";"SEMICORRECT";"paloalto";"losangeles"
"Andre Iguodala";"CORRECT";"";""
"Andre Iguodala";"CORRECT";"";""
"Andre Iguodala";"CORRECT";"";""
"Mike Dunleavy";"UNCORRECT";"Mike Dunleavy";"Mike Dunleavy, Jr."
"Mike Dunleavy";"UNCORRECT";"Mike Dunleavy";"Mike Dunleavy, Jr."
"Mike Dunleavy";"UNCORRECT";"Mike Dunleavy";"Mike Dunleavy, Jr."
"DeMar DeRozan";"CORRECT";"";""
"DeMar DeRozan";"CORRECT";"";""
"DeMar DeRozan";"CORRECT";"";""
"Pau Gasol";"SEMICORRECT";"spain";"barcelona"
"Pau Gasol";"SEMICORRECT";"spain";"barcelona"
"Pau Gasol";"SEMICORRECT";"spain";"barcelona"
"Nicolas Batum";"SEMICORRECT";"france";"lisieux"
"Nicolas Batum";"SEMICORRECT";"france";"lisieux"
"Nicolas Batum";"SEMICORRECT";"france";"lisieux"
"D.J. Augustin";"UNCORRECT";"D.J. Augustin";"D. J. Augustin"
"Taj Gibson";"CORRECT";"";""
"Taj Gibson";"CORRECT";"";""
"Taj Gibson";"CORRECT";"";""
"D.J. Augustin";"UNCORRECT";"D.J. Augustin";"D. J. Augustin"
"D.J. Augustin";"UNCORRECT";"D.J. Augustin";"D. J. Augustin"
"D.J. Augustin";"UNCORRECT";"D.J. Augustin";"D. J. Augustin"
"Kendall Marshall";"CORRECT";"";""
"Kendall Marshall";"CORRECT";"";""
"Kendall Marshall";"CORRECT";"";""
"Jeremy Lin";"SEMICORRECT";"paloalto";"losangeles"
"Jeremy Lin";"SEMICORRECT";"paloalto";"losangeles"
"Henry Sims";"CORRECT";"";""
"Henry Sims";"CORRECT";"";""
"Rodney Stuckey";"CORRECT";"";""
"Henry Sims";"CORRECT";"";""
"Rodney Stuckey";"CORRECT";"";""
"Rodney Stuckey";"CORRECT";"";""
"Mario Chalmers";"CORRECT";"";""
"Mario Chalmers";"CORRECT";"";""
"Marcin Gortat";"SEMICORRECT";"poland";"?ód?"
"Mario Chalmers";"CORRECT";"";""
"Marcin Gortat";"SEMICORRECT";"poland";"?ód?"
"Marcin Gortat";"SEMICORRECT";"poland";"?ód?"
"Shaun Livingston";"CORRECT";"";""
"Michael Carter-Williams";"CORRECT";"";""
"Evan Turner";"CORRECT";"";""
"Michael Carter-Williams";"CORRECT";"";""
"Evan Turner";"CORRECT";"";""
"Michael Carter-Williams";"CORRECT";"";""
"Evan Turner";"CORRECT";"";""
"Bradley Beal";"SEMICORRECT";"";"st.louis"
"Spencer Hawes";"CORRECT";"";""
"Bradley Beal";"SEMICORRECT";"";"st.louis"
"Spencer Hawes";"CORRECT";"";""
"Spencer Hawes";"CORRECT";"";""
"Bradley Beal";"SEMICORRECT";"";"st.louis"
"DeMarcus Cousins";"CORRECT";"";""
"Kendrick Perkins";"CORRECT";"";""
"DeMarcus Cousins";"CORRECT";"";""
"Kendrick Perkins";"CORRECT";"";""
"DeMarcus Cousins";"CORRECT";"";""
"Kendrick Perkins";"CORRECT";"";""
"Shaun Livingston";"CORRECT";"";""
"Shaun Livingston";"CORRECT";"";""
"Tim Duncan";"SEMICORRECT";"virginislands";"christiansted"
"Tim Duncan";"SEMICORRECT";"virginislands";"christiansted"
"Dirk Nowitzki";"SEMICORRECT";"westgermany";"würzburg"
"Dirk Nowitzki";"SEMICORRECT";"westgermany";"würzburg"
"Dirk Nowitzki";"SEMICORRECT";"westgermany";"würzburg"
"Marco Belinelli";"SEMICORRECT";"italy";"sangiovanniinpersiceto"
"Marco Belinelli";"SEMICORRECT";"italy";"sangiovanniinpersiceto"
"Marco Belinelli";"SEMICORRECT";"italy";"sangiovanniinpersiceto"
"P.J. Tucker";"UNCORRECT";"P.J. Tucker";"P. J. Tucker"
"Tim Duncan";"SEMICORRECT";"virginislands";"christiansted"
"Isaiah Thomas";"CORRECT";"";""
"Isaiah Thomas";"CORRECT";"";""
"Isaiah Thomas";"CORRECT";"";""
"P.J. Tucker";"UNCORRECT";"P.J. Tucker";"P. J. Tucker"
"P.J. Tucker";"UNCORRECT";"P.J. Tucker";"P. J. Tucker"
"Jordan Hill";"CORRECT";"";""
"Jordan Hill";"CORRECT";"";""
"Jordan Hill";"CORRECT";"";""
"Kelly Olynyk";"SEMICORRECT";"canada";"toronto"
"Kelly Olynyk";"SEMICORRECT";"canada";"toronto"
"Kelly Olynyk";"SEMICORRECT";"canada";"toronto"
"Kelly Olynyk";"SEMICORRECT";"canada";"toronto"
"David Lee";"SEMICORRECT";"";"st.louis"
"David Lee";"SEMICORRECT";"";"st.louis"
"David Lee";"SEMICORRECT";"";"st.louis"
"Phil Pressey";"CORRECT";"";""
"Phil Pressey";"CORRECT";"";""
"Phil Pressey";"CORRECT";"";""
"Phil Pressey";"CORRECT";"";""
"Tyshawn Taylor";"CORRECT";"";""
"Tornike Shengelia";"UNCORRECT";"1991-10-05";"1991-11-05"
"Brandon Bass";"CORRECT";"";""
"Brandon Bass";"CORRECT";"";""
"Brandon Bass";"CORRECT";"";""
"Brandon Bass";"CORRECT";"";""
"Vitor Faverani";"UNCORRECT";"Vitor Faverani";"Vítor Faverani"
"Vitor Faverani";"UNCORRECT";"Vitor Faverani";"Vítor Faverani"
"Vitor Faverani";"UNCORRECT";"Vitor Faverani";"Vítor Faverani"
"Vitor Faverani";"UNCORRECT";"Vitor Faverani";"Vítor Faverani"
"Paul Pierce";"CORRECT";"";""
"Paul Pierce";"CORRECT";"";""
"Paul Pierce";"CORRECT";"";""
"Mason Plumlee";"CORRECT";"";""
"Mason Plumlee";"CORRECT";"";""
"Mason Plumlee";"CORRECT";"";""
"Jeff Green";"CORRECT";"";""
"Jeff Green";"CORRECT";"";""
"Jeff Green";"CORRECT";"";""
"Jeff Green";"CORRECT";"";""
"Jared Sullinger";"CORRECT";"";""
"Jared Sullinger";"CORRECT";"";""
"Jared Sullinger";"CORRECT";"";""
"Jared Sullinger";"CORRECT";"";""
"Rajon Rondo";"CORRECT";"";""
"Rajon Rondo";"CORRECT";"";""
"Rajon Rondo";"CORRECT";"";""
"Rajon Rondo";"CORRECT";"";""
"Kris Humphries";"SEMICORRECT";"chaska";"minneapolis"
"Kris Humphries";"SEMICORRECT";"chaska";"minneapolis"
"Kris Humphries";"SEMICORRECT";"chaska";"minneapolis"
"Kris Humphries";"SEMICORRECT";"chaska";"minneapolis"
"Patrick Patterson";"SEMICORRECT";"washington";"washington,d.c."
"Patrick Patterson";"SEMICORRECT";"washington";"washington,d.c."
"Patrick Patterson";"SEMICORRECT";"washington";"washington,d.c."
"Dwyane Wade";"CORRECT";"";""
"Dwyane Wade";"CORRECT";"";""
"Dwyane Wade";"CORRECT";"";""
"Marquis Teague";"CORRECT";"";""
"Marquis Teague";"CORRECT";"";""
"Jason Collins";"CORRECT";"";""
"Jason Collins";"CORRECT";"";""
"Jason Collins";"CORRECT";"";""
"Marquis Teague";"CORRECT";"";""
"Andray Blatche";"CORRECT";"";""
"Andray Blatche";"CORRECT";"";""
"Andray Blatche";"CORRECT";"";""
"Alan Anderson";"CORRECT";"";""
"Alan Anderson";"CORRECT";"";""
"Alan Anderson";"CORRECT";"";""
"Mirza Teletovic";"UNCORRECT";"Mirza Teletovic";"Mirza Teletovi?"
"Mirza Teletovic";"UNCORRECT";"Mirza Teletovic";"Mirza Teletovi?"
"Mirza Teletovic";"UNCORRECT";"Mirza Teletovic";"Mirza Teletovi?"
"Marcus Thornton";"CORRECT";"";""
"Marcus Thornton";"CORRECT";"";""
"Marcus Thornton";"CORRECT";"";""
"Jorge Gutierrez";"SEMICORRECT";"mexico";"chihuahua"
"Jorge Gutierrez";"SEMICORRECT";"mexico";"chihuahua"
"Joe Johnson";"CORRECT";"";""
"Joe Johnson";"CORRECT";"";""
"Joe Johnson";"CORRECT";"";""
"Andrei Kirilenko";"SEMICORRECT";"";"izhevsk"
"Andrei Kirilenko";"SEMICORRECT";"";"izhevsk"
"Andrei Kirilenko";"SEMICORRECT";"";"izhevsk"
"Joe Johnson";"CORRECT";"";""
"Kevin Garnett";"SEMICORRECT";"mauldin";"greenville"
"Kevin Garnett";"SEMICORRECT";"mauldin";"greenville"
"Kevin Garnett";"SEMICORRECT";"mauldin";"greenville"
"Kevin Garnett";"SEMICORRECT";"mauldin";"greenville"
"Deron Williams";"CORRECT";"";""
"Deron Williams";"CORRECT";"";""
"Deron Williams";"CORRECT";"";""
"Deron Williams";"CORRECT";"";""
"Greivis Vasquez";"UNCORRECT";"Greivis Vasquez";"Greivis Vásquez"
"Greivis Vasquez";"UNCORRECT";"Greivis Vasquez";"Greivis Vásquez"
"Greivis Vasquez";"UNCORRECT";"Greivis Vasquez";"Greivis Vásquez"
"Nerlens Noel";"CORRECT";"";""
"Nerlens Noel";"CORRECT";"";""
